site,cable_id,type,length_m,a_rack,a_device,a_termination,b_rack,b_device,b_termination,reach_check
Reference Pod 1,693,aoc,5.0,N02,leaf-06,port34,N01,spine-01,port42,
Reference Pod 1,694,aoc,5.0,N02,leaf-06,port35,N01,spine-01,port43,
Reference Pod 1,695,aoc,5.0,N02,leaf-06,port36,N01,spine-01,port44,
Reference Pod 1,696,aoc,5.0,N02,leaf-06,port37,N01,spine-01,port45,
Reference Pod 1,697,aoc,5.0,N02,leaf-06,port38,N01,spine-01,port46,
Reference Pod 1,698,aoc,5.0,N02,leaf-06,port39,N01,spine-01,port47,
Reference Pod 1,699,aoc,5.0,N02,leaf-06,port40,N01,spine-01,port48,
Reference Pod 1,700,aoc,5.0,N02,leaf-06,port41,N01,spine-02,port41,
Reference Pod 1,701,aoc,5.0,N02,leaf-06,port42,N01,spine-02,port42,
Reference Pod 1,702,aoc,5.0,N02,leaf-06,port43,N01,spine-02,port43,
Reference Pod 1,703,aoc,5.0,N02,leaf-06,port44,N01,spine-02,port44,
Reference Pod 1,704,aoc,5.0,N02,leaf-06,port45,N01,spine-02,port45,
Reference Pod 1,705,aoc,5.0,N02,leaf-06,port46,N01,spine-02,port46,
Reference Pod 1,706,aoc,5.0,N02,leaf-06,port47,N01,spine-02,port47,
Reference Pod 1,707,aoc,5.0,N02,leaf-06,port48,N01,spine-02,port48,
Reference Pod 1,708,aoc,5.0,N02,leaf-06,port49,N02,spine-03,port41,
Reference Pod 1,709,aoc,5.0,N02,leaf-06,port50,N02,spine-03,port42,
Reference Pod 1,710,aoc,5.0,N02,leaf-06,port51,N02,spine-03,port43,
Reference Pod 1,711,aoc,5.0,N02,leaf-06,port52,N02,spine-03,port44,
Reference Pod 1,712,aoc,5.0,N02,leaf-06,port53,N02,spine-03,port45,
Reference Pod 1,713,aoc,5.0,N02,leaf-06,port54,N02,spine-03,port46,
Reference Pod 1,714,aoc,5.0,N02,leaf-06,port55,N02,spine-03,port47,
Reference Pod 1,715,aoc,5.0,N02,leaf-06,port56,N02,spine-03,port48,
Reference Pod 1,716,aoc,5.0,N02,leaf-06,port57,N02,spine-04,port41,
Reference Pod 1,717,aoc,5.0,N02,leaf-06,port58,N02,spine-04,port42,
Reference Pod 1,718,aoc,5.0,N02,leaf-06,port59,N02,spine-04,port43,
Reference Pod 1,719,aoc,5.0,N02,leaf-06,port60,N02,spine-04,port44,
Reference Pod 1,720,aoc,5.0,N02,leaf-06,port61,N02,spine-04,port45,
Reference Pod 1,721,aoc,5.0,N02,leaf-06,port62,N02,spine-04,port46,
Reference Pod 1,722,aoc,5.0,N02,leaf-06,port63,N02,spine-04,port47,
Reference Pod 1,723,aoc,5.0,N02,leaf-06,port64,N02,spine-04,port48,
Reference Pod 1,724,aoc,5.0,N02,leaf-07,port33,N01,spine-01,port49,
Reference Pod 1,725,aoc,5.0,N02,leaf-07,port34,N01,spine-01,port50,
Reference Pod 1,726,aoc,5.0,N02,leaf-07,port35,N01,spine-01,port51,
Reference Pod 1,727,aoc,5.0,N02,leaf-07,port36,N01,spine-01,port52,
Reference Pod 1,728,aoc,5.0,N02,leaf-07,port37,N01,spine-01,port53,
Reference Pod 1,729,aoc,5.0,N02,leaf-07,port38,N01,spine-01,port54,
Reference Pod 1,730,aoc,5.0,N02,leaf-07,port39,N01,spine-01,port55,
Reference Pod 1,731,aoc,5.0,N02,leaf-07,port40,N01,spine-01,port56,
Reference Pod 1,732,aoc,5.0,N02,leaf-07,port41,N01,spine-02,port49,
Reference Pod 1,733,aoc,5.0,N02,leaf-07,port42,N01,spine-02,port50,
Reference Pod 1,734,aoc,5.0,N02,leaf-07,port43,N01,spine-02,port51,
Reference Pod 1,735,aoc,5.0,N02,leaf-07,port44,N01,spine-02,port52,
Reference Pod 1,736,aoc,5.0,N02,leaf-07,port45,N01,spine-02,port53,
Reference Pod 1,737,aoc,5.0,N02,leaf-07,port46,N01,spine-02,port54,
Reference Pod 1,738,aoc,5.0,N02,leaf-07,port47,N01,spine-02,port55,
Reference Pod 1,739,aoc,5.0,N02,leaf-07,port48,N01,spine-02,port56,
Reference Pod 1,740,aoc,5.0,N02,leaf-07,port49,N02,spine-03,port49,
Reference Pod 1,741,aoc,5.0,N02,leaf-07,port50,N02,spine-03,port50,
Reference Pod 1,742,aoc,5.0,N02,leaf-07,port51,N02,spine-03,port51,
Reference Pod 1,743,aoc,5.0,N02,leaf-07,port52,N02,spine-03,port52,
Reference Pod 1,744,aoc,5.0,N02,leaf-07,port53,N02,spine-03,port53,
Reference Pod 1,745,aoc,5.0,N02,leaf-07,port54,N02,spine-03,port54,
Reference Pod 1,746,aoc,5.0,N02,leaf-07,port55,N02,spine-03,port55,
Reference Pod 1,747,aoc,5.0,N02,leaf-07,port56,N02,spine-03,port56,
Reference Pod 1,748,aoc,5.0,N02,leaf-07,port57,N02,spine-04,port49,
Reference Pod 1,749,aoc,5.0,N02,leaf-07,port58,N02,spine-04,port50,
Reference Pod 1,750,aoc,5.0,N02,leaf-07,port59,N02,spine-04,port51,
Reference Pod 1,751,aoc,5.0,N02,leaf-07,port60,N02,spine-04,port52,
Reference Pod 1,752,aoc,5.0,N02,leaf-07,port61,N02,spine-04,port53,
Reference Pod 1,753,aoc,5.0,N02,leaf-07,port62,N02,spine-04,port54,
Reference Pod 1,754,aoc,5.0,N02,leaf-07,port63,N02,spine-04,port55,
Reference Pod 1,755,aoc,5.0,N02,leaf-07,port64,N02,spine-04,port56,
Reference Pod 1,756,aoc,5.0,N02,leaf-08,port33,N01,spine-01,port57,
Reference Pod 1,757,aoc,5.0,N02,leaf-08,port34,N01,spine-01,port58,
Reference Pod 1,758,aoc,5.0,N02,leaf-08,port35,N01,spine-01,port59,
Reference Pod 1,759,aoc,5.0,N02,leaf-08,port36,N01,spine-01,port60,
Reference Pod 1,760,aoc,5.0,N02,leaf-08,port37,N01,spine-01,port61,
Reference Pod 1,761,aoc,5.0,N02,leaf-08,port38,N01,spine-01,port62,
Reference Pod 1,762,aoc,5.0,N02,leaf-08,port39,N01,spine-01,port63,
Reference Pod 1,763,aoc,5.0,N02,leaf-08,port40,N01,spine-01,port64,
Reference Pod 1,764,aoc,5.0,N02,leaf-08,port41,N01,spine-02,port57,
Reference Pod 1,765,aoc,5.0,N02,leaf-08,port42,N01,spine-02,port58,
Reference Pod 1,766,aoc,5.0,N02,leaf-08,port43,N01,spine-02,port59,
Reference Pod 1,767,aoc,5.0,N02,leaf-08,port44,N01,spine-02,port60,
Reference Pod 1,768,aoc,5.0,N02,leaf-08,port45,N01,spine-02,port61,
Reference Pod 1,769,aoc,5.0,N02,leaf-08,port46,N01,spine-02,port62,
Reference Pod 1,770,aoc,5.0,N02,leaf-08,port47,N01,spine-02,port63,
Reference Pod 1,771,aoc,5.0,N02,leaf-08,port48,N01,spine-02,port64,
Reference Pod 1,772,aoc,5.0,N02,leaf-08,port49,N02,spine-03,port57,
Reference Pod 1,773,aoc,5.0,N02,leaf-08,port50,N02,spine-03,port58,
Reference Pod 1,774,aoc,5.0,N02,leaf-08,port51,N02,spine-03,port59,
Reference Pod 1,775,aoc,5.0,N02,leaf-08,port52,N02,spine-03,port60,
Reference Pod 1,776,aoc,5.0,N02,leaf-08,port53,N02,spine-03,port61,
Reference Pod 1,777,aoc,5.0,N02,leaf-08,port54,N02,spine-03,port62,
Reference Pod 1,778,aoc,5.0,N02,leaf-08,port55,N02,spine-03,port63,
Reference Pod 1,779,aoc,5.0,N02,leaf-08,port56,N02,spine-03,port64,
Reference Pod 1,780,aoc,5.0,N02,leaf-08,port57,N02,spine-04,port57,
Reference Pod 1,781,aoc,5.0,N02,leaf-08,port58,N02,spine-04,port58,
Reference Pod 1,782,aoc,5.0,N02,leaf-08,port59,N02,spine-04,port59,
Reference Pod 1,783,aoc,5.0,N02,leaf-08,port60,N02,spine-04,port60,
Reference Pod 1,784,aoc,5.0,N02,leaf-08,port61,N02,spine-04,port61,
Reference Pod 1,785,aoc,5.0,N02,leaf-08,port62,N02,spine-04,port62,
Reference Pod 1,786,aoc,5.0,N02,leaf-08,port63,N02,spine-04,port63,
Reference Pod 1,787,aoc,5.0,N02,leaf-08,port64,N02,spine-04,port64,
Reference Pod 1,238,power,,N02,pdu-n02-a,outlet1,N02,leaf-05,psu1,
Reference Pod 1,243,power,,N02,pdu-n02-a,outlet2,N02,leaf-07,psu2,
Reference Pod 1,244,power,,N02,pdu-n02-a,outlet3,N02,leaf-08,psu1,
Reference Pod 1,249,power,,N02,pdu-n02-a,outlet4,N02,spine-04,psu2,
Reference Pod 1,239,power,,N02,pdu-n02-b,outlet1,N02,leaf-05,psu2,
Reference Pod 1,240,power,,N02,pdu-n02-b,outlet2,N02,leaf-06,psu1,
Reference Pod 1,245,power,,N02,pdu-n02-b,outlet3,N02,leaf-08,psu2,
Reference Pod 1,246,power,,N02,pdu-n02-b,outlet4,N02,spine-03,psu1,
Reference Pod 1,241,power,,N02,pdu-n02-c,outlet1,N02,leaf-06,psu2,
Reference Pod 1,242,power,,N02,pdu-n02-c,outlet2,N02,leaf-07,psu1,
Reference Pod 1,247,power,,N02,pdu-n02-c,outlet3,N02,spine-03,psu2,
Reference Pod 1,248,power,,N02,pdu-n02-c,outlet4,N02,spine-04,psu1,
Reference Pod 1,261,power,,S01,(power feed),S01-A,S01,pdu-s01-a,input,
Reference Pod 1,262,power,,S01,(power feed),S01-B,S01,pdu-s01-b,input,
Reference Pod 1,263,power,,S01,(power feed),S01-C,S01,pdu-s01-c,input,
Reference Pod 1,264,power,,S01,pdu-s01-a,outlet1,S01,stor-fabric-01,psu1,
Reference Pod 1,269,power,,S01,pdu-s01-a,outlet2,S01,storage-01,psu2,
Reference Pod 1,270,power,,S01,pdu-s01-a,outlet3,S01,storage-02,psu1,
Reference Pod 1,275,power,,S01,pdu-s01-a,outlet4,S01,storage-04,psu2,
Reference Pod 1,265,power,,S01,pdu-s01-b,outlet1,S01,stor-fabric-01,psu2,
Reference Pod 1,266,power,,S01,pdu-s01-b,outlet2,S01,stor-fabric-02,psu1,
Reference Pod 1,271,power,,S01,pdu-s01-b,outlet3,S01,storage-02,psu2,
Reference Pod 1,272,power,,S01,pdu-s01-b,outlet4,S01,storage-03,psu1,
Reference Pod 1,267,power,,S01,pdu-s01-c,outlet1,S01,stor-fabric-02,psu2,
Reference Pod 1,268,power,,S01,pdu-s01-c,outlet2,S01,storage-01,psu1,
Reference Pod 1,273,power,,S01,pdu-s01-c,outlet3,S01,storage-03,psu2,
Reference Pod 1,274,power,,S01,pdu-s01-c,outlet4,S01,storage-04,psu1,
Reference Pod 1,964,cat6a,30.0,S01,storage-01,bmc,M01,oob-02,eth15,
Reference Pod 1,924,mmf-om4,20.0,S01,storage-01,eth0,M01,inband-01,eth33,ok
Reference Pod 1,925,mmf-om4,20.0,S01,storage-01,eth1,M01,inband-02,eth33,ok
Reference Pod 1,852,mmf-om4,20.0,S01,storage-01,ib-storage0,S01,stor-fabric-01,port33,ok
Reference Pod 1,853,mmf-om4,20.0,S01,storage-01,ib-storage1,S01,stor-fabric-02,port33,ok
Reference Pod 1,965,cat6a,30.0,S01,storage-02,bmc,M01,oob-02,eth16,
Reference Pod 1,926,mmf-om4,20.0,S01,storage-02,eth0,M01,inband-01,eth34,ok
Reference Pod 1,927,mmf-om4,20.0,S01,storage-02,eth1,M01,inband-02,eth34,ok
Reference Pod 1,854,mmf-om4,20.0,S01,storage-02,ib-storage0,S01,stor-fabric-01,port34,ok
Reference Pod 1,855,mmf-om4,20.0,S01,storage-02,ib-storage1,S01,stor-fabric-02,port34,ok
Reference Pod 1,966,cat6a,30.0,S01,storage-03,bmc,M01,oob-02,eth17,
Reference Pod 1,928,mmf-om4,20.0,S01,storage-03,eth0,M01,inband-01,eth35,ok
Reference Pod 1,929,mmf-om4,20.0,S01,storage-03,eth1,M01,inband-02,eth35,ok
Reference Pod 1,856,mmf-om4,20.0,S01,storage-03,ib-storage0,S01,stor-fabric-01,port35,ok
Reference Pod 1,857,mmf-om4,20.0,S01,storage-03,ib-storage1,S01,stor-fabric-02,port35,ok
Reference Pod 1,967,cat6a,30.0,S01,storage-04,bmc,M01,oob-02,eth18,
Reference Pod 1,930,mmf-om4,20.0,S01,storage-04,eth0,M01,inband-01,eth36,ok
Reference Pod 1,931,mmf-om4,20.0,S01,storage-04,eth1,M01,inband-02,eth36,ok
Reference Pod 1,858,mmf-om4,20.0,S01,storage-04,ib-storage0,S01,stor-fabric-01,port36,ok
Reference Pod 1,859,mmf-om4,20.0,S01,storage-04,ib-storage1,S01,stor-fabric-02,port36,ok
